"V1" "V2"
"1" 0.857223585 166.7872
"2" 0.3259666565 130.2579
"3" 0.261058073787 80.1613
"4" 2.1954762062 513.2061
"5" 1.57197357523 234.4271
"6" 2.0430103502 453.2285
"7" 0.725206045463 120.8858
"8" 0.846807097665 170.5984
"9" -0.19378103306 39.2521
"10" 0.380482243532 168.4162
"11" 1.02430843323 195.4841
"12" 1.6009940593 410.6647
"13" 1.38484805533 302.5288
"14" 1.48561377474 249.5648
"15" 0.187204942147 48.2307
"16" 0.808781078321 92.5282
"17" 2.00899788631 363.0114
"18" -0.129391255926 35.3308
"19" 0.240890661226 92.6864
"20" 0.17167841266 122.3305
"21" 2.10149812651 430.6881
"22" 0.716660344307 141.8833
"23" 1.57260488353 395.6958
"24" 1.5180831099 229.4932
"25" -0.158528194565 208.2454
"26" 0.85726568892 103.5551
"27" 0.3422185532 44.5086
"28" 1.3472364358 186.0683
"29" 2.4828867754 382.9219
"30" 0.597895029112 40.3051
"31" 0.7718616499 117.2463
"32" 1.4775345047 209.7061
"33" 0.249085049764 52.5502
"34" 0.6295361666 223.2428
"35" 0.1536020462 74.9025
"36" 0.744944804823 203.4202
"37" 0.457253826809 109.7642
"38" 1.3472364358 254.1059
"39" 1.34704135309 124.7172
"40" 1.45145298553 400.4221
"41" 0.25049978232 136.8712
"42" 0.250828451361 103.8723
"43" 0.1846407337 66.3123
"44" 1.44279054093 309.6192
"45" 1.30973322943 155.6734
"46" 1.53875818776 242.7163
"47" 0.7243559427 84.9334
"48" 0.626841069713 166.4715
"49" 1.25056948353 196.8123
"50" 1.24788189852 365.328
"51" 0.653022946106 81.8614
"52" 0.2297581516 84.5451
"53" 0.6937795185 97.4997
"54" 2.0478058101 347.6121
"55" 1.5226519226 175.5897
"56" 1.52520406642 269.2089
"57" 1.47557226192 464.6224
"58" 0.511456222959 106.7949
"59" 0.649278104624 82.0338
"60" 1.0326390718 239.8683
"61" 0.089625817 68.5106
"62" 1.59150464907 234.3567
"63" 0.700525473938 204.0366
"64" 0.88647402302 256.0427
"65" 1.32730709943 255.8819
"66" 0.69906947112 138.7421
"67" 0.2343430919 31.6601
"68" 2.4220370436 336.4365
"69" 1.6039509042 218.8536
"70" 0.276795865306 62.6187
"71" -0.0958357298531 73.0877
"72" -0.0466895229 30.4494
"73" 0.7294988189 117.5611
"74" 0.252584424751 201.2943
"75" 0.7964850437 134.1128
"76" 0.189721036764 107.7445
"77" 1.60497072644 269.1998
"78" -0.2602546992 54.5166
"79" 0.90697863206 257.9903
"80" 1.5272368629 250.1277
"81" 0.345044784287 157.2344
"82" 0.3331247619 141.7045
"83" 0.75365374142 237.9151
"84" 1.41625439778 304.9654
"85" 2.2845659604 487.7261
"86" 0.942662249232 214.8631
"87" -0.109770976404 33.1108
"88" 1.062383201 184.2684
"89" 0.317882859035 64.6424
"90" 0.7340472628 89.1185
"91" 0.593183479 142.4072
"92" 0.74534474682 136.311
"93" 0.77230374106 108.526
"94" 1.35593843002 162.7842
"95" 2.29012920059 286.0055
"96" 1.4185249538 203.9229
"97" 0.5464068316 218.7753
"98" 2.17212174692 293.0592
"99" 1.21250120164 393.8464
"100" 0.319663761429 242.9724
"101" 0.509882523616 120.9147
"102" 1.54756442978 255.393
"103" 1.36809892816 130.7193
"104" 1.57632622168 199.1588
"105" 0.7197710024 80.0386
"106" 0.66466517569 89.712
"107" 1.1113160381 228.7922
"108" 1.37300854564 319.2225
"109" 0.84607790736 165.4515
"110" 1.54918749745 156.6719
"111" 0.82626479314 259.4618
"112" 0.296460232238 67.4728
"113" 1.4566151163 102.6217
"114" 0.1828103803 115.3375
