"V1" "V2"
"1" -0.237109365777 20
"2" -1.3438041412 8.109
"3" -1.41087646293 1.9745
"4" -1.19711311878 0.4284
"5" -0.262379374692 40.3204
"6" -1.36999611394 1.8058
"7" -1.41468561472 91.2301
"8" -1.1192516775 25.4132
"9" -1.2026996855 20.0657
"10" -0.71816212485 3.6364
"11" -1.4418656539 0
"12" -0.327362323937 61.4548
"13" -1.38273161815 0.3302
"14" -1.4922489861 1.2833
"15" -1.52668309466 0
"16" -0.318833009788 54.8553
"17" -0.802451853838 0
"18" -1.19093066735 96.6602
"19" -1.31896423513 0
"20" -1.33184803197 1.3106
"21" -1.35285141802 1.9522
"22" -1.28601431276 0
"23" -1.54089827811 0.2889
"24" -0.210813975783 118.1663
"25" -1.31089189209 0
"26" -1.53069116616 22.8137
"27" -1.08004929892 8.8597
"28" -1.42735755886 7.8049
"29" -1.1682809151 4.1741
"30" -1.4767042054 10.1709
"31" -1.13685176654 5.4182
"32" -1.02049058786 4.805
"33" -1.4600460053 2.6505
"34" -0.441813136196 0
"35" -1.36250680946 0.2967
"36" -1.16038446208 7.0408
"37" -1.52464507925 6.206
"38" -1.39804121663 11.5056
"39" -1.33836876735 6.5975
"40" -1.37177582446 0
"41" -1.44454228566 2.6684
"42" -1.20622518472 2.2645
"43" -1.43112439196 0
"44" -1.3865371578 11.4242
"45" -1.34191070288 0.7726
"46" -0.183838895723 57.5164
"47" 0.739675582215 42.3729
"48" -1.1841394021 0
"49" -1.27268236314 0
"50" -0.143918478563 9.3593
"51" -1.24951023127 0.9849
"52" -1.33762280512 0
"53" -1.2487797294 0
"54" -1.53728423087 0.6941
"55" -1.3571750919 0.2385
"56" -1.21864162683 0
"57" -1.07922032954 25.7261
"58" -1.49969816862 0.6986
"59" -0.190846434805 83.9255
"60" -1.29114965058 3.0984
"61" -1.35632283116 1.2969
"62" -1.0653486059 0.3402
"63" -1.14515984658 12.5583
"64" -1.27826695224 0.2773
"65" -0.261839199279 52.9582
"66" -1.358016775 0
"67" -1.41907034187 3.9441
"68" -1.32266377986 8.7473
"69" -1.1385167943 0.532
"70" -1.62413147852 2.1786
"71" -1.26976286861 0.6016
"72" -1.4334453814 0.3057
"73" -0.264186765266 31.2421
"74" -1.1407575633 0.8244
"75" -1.36683726877 1.2708
"76" -1.55913981421 2.6335
"77" -1.60957141567 10.4021
"78" -0.33490300027 14.5204
"79" -0.232961183843 80.24
"80" -1.27729335323 0.4973
"81" -1.15711220268 4.3212
"82" -1.22101299395 2.9168
"83" -1.30552696757 0.6244
"84" -1.23333449862 0.9881
"85" -1.1171172477 5.7068
"86" -1.18977920249 13.8479
"87" -0.131099885884 18.4309
"88" -1.28612047977 14.7822
"89" -1.21935922432 0
"90" -1.2026539264 0.3269
"91" -1.26899079232 3.8827
"92" -1.10562229598 53.3473
"93" -1.30731791823 7.7509
"94" -1.16966881221 0
"95" -1.03962338663 0
"96" 0.461262659353 49.0368
"97" -1.32940719757 0.7525
"98" -1.3914577095 0.3843
"99" -1.17407572174 0.306
"100" -1.14264460795 0.3786
"101" -1.70353051206 7.5621
"102" -1.30242295055 1.2226
"103" -0.760244981867 12.5975
"104" -1.1034103678 14.3826
"105" -1.05800247389 10.4247
"106" -0.154707116297 44.4
"107" -0.333721789641 76.9488
"108" -1.33790774584 2.6526
"109" -0.235130773921 38.1271
"110" -1.22084743551 0
