gene estimate Rsquared pvalue adj_pvalue
CFH 961.574662665055 0.0216184250334109 0.3921511147262 0.941937107086139
NFYA -1964.49322736283 0.0445963727008429 0.21632672335031 0.881351873400769
NIPAL3 -653.113643029038 0.0249410038498776 0.357618105744466 0.933268239901492
ENPP4 -385.887264051322 0.00886097695193726 0.585011680599273 0.969237369979349
CFTR -116.415660168117 0.00115126239078882 0.844255461356195 0.993303242340375
ANKIB1 -1809.1577913812 0.000873969607080221 0.864101793577875 0.993303242340375
KRIT1 -119.275640810025 0.00540543516503486 0.670006347108673 0.976781710567673
RAD52 19.3390755913872 0.00780814349884922 0.608318256622932 0.971347854632183
LAP3 -2787.53761524666 0.0497266501501731 0.191116966703413 0.874329512787019
HECW1 -77.9872475774431 0.0432118846751323 0.22376636599699 0.886509597245698
MAD1L1 2627.26560248417 0.00424707834637819 0.705713026070842 0.980497265534959
SNX11 132.602502968059 0.0199398783364986 0.411373535046717 0.94677455226698
TMEM176A 315.769485705239 0.0190598545079762 0.421993929440624 0.948158557138473
M6PR 1817.00485788788 0.197563468032157 0.00660900542338024 0.398857065160962
ALS2 321.087747307677 0.0551097157707634 0.168152030377945 0.858963303308983
CFLAR 577.326925785198 0.0470590125336514 0.203782875844082 0.877622642122364
TFPI 492.599541224401 0.0100885765585796 0.559987554745899 0.963571137465287
ARF5 -2913.56039835059 0.0150827721723938 0.475490412169459 0.958069367198628
POLDIP2 -533.048135641564 0.00082399137540208 0.8680096154422 0.993303242340375
PLXND1 2348.16199600283 0.0120665363424896 0.52362931740145 0.960434750979299
FKBP4 -4310.01221058226 0.0114215909486597 0.535006493184762 0.960434750979299
KDM1A -1227.24753720539 0.00932008923436715 0.575402931509022 0.965982974168896
RBM6 -91.9972804867469 0.0111698324824302 0.539567442841374 0.960434750979299
RECQL 687.940025951846 0.0142112763238799 0.488623997032498 0.958069367198628
SLC22A16 3.04343308662705 0.0584729544649738 0.155359343146584 0.85041647415778
ABCB5 -11.4657388579543 0.0176667877761288 0.439645504407643 0.948996626414448
SLC25A13 -615.083132342658 0.00223173768388275 0.784394361211205 0.990569659292755
ST7 -542.149811811692 0.0399867121937269 0.24227723970382 0.901134172342053
CDC27 269.538933881378 0.00349051840298845 0.732145822947242 0.986112043767247
POLR2J -46.7821037646281 0.00261319012248817 0.767164953507957 0.990569659292755
DHX33 768.043215002728 0.099639703198277 0.0607416031575717 0.710445530087422
MEOX1 -109.840829585216 0.0126763824079378 0.513253842928584 0.960371937038085
LIG3 1033.29761183091 0.197652092908146 0.00659541297555489 0.398857065160962
PRKAR2B 1038.98366417434 0.0204074739770908 0.405886576182113 0.94677455226698
BZRAP1 -234.368816354986 0.00183081862530919 0.804303564426741 0.990569659292755
PON1 159.426422344995 0.0644977281294572 0.135009544021923 0.828515600228283
WDR54 353.501470952618 0.0190903265034966 0.421619563355885 0.948158557138473
CROT 1947.85676955079 0.0294625618126295 0.316832758880712 0.922338476943487
IBTK 396.143475448336 0.00382233646400019 0.720192318371525 0.984358910876688
ZNF195 -13.2799646066339 0.000157375830021336 0.942111640749246 0.996686921374013
MYCBP2 -3108.70161491538 0.00398286621669977 0.714618035819392 0.983590267512593
PDK2 -387.489158849164 0.0532672233056527 0.175648105662653 0.861013538043966
ITGA3 552.422724190685 0.00322529860617723 0.742163034848886 0.987045085424711
GGNBP2 -26.3633919127278 0.000200255904265829 0.934714665593827 0.996686921374013
ASB4 2.26288357669732 0.0650624459890121 0.13325489012067 0.826269531803694
GDE1 -2100.68356196367 0.00722162350073406 0.622168582087708 0.97346226277352
OSBPL7 19261.9116816545 0.0323286371502346 0.294031473694716 0.916885738983655
TMEM98 652.694417292668 0.0528624866059851 0.177343817423412 0.861207484994962
ABCC8 1163.24954752285 0.144315114289571 0.0222942807448802 0.557396191999963
SYNRG 36.9025912733169 0.000925098809131407 0.860221111075395 0.993303242340375
CACNG3 -0.565295992131888 0.0477377844499885 0.200472422026458 0.87524371302313
TMEM132A 27.2961856394441 4.0172328276741e-05 0.970734422544364 0.998154927656636
TAC1 1.79348524818241 0.000721435460329158 0.876428996147131 0.993384833878143
ZNF263 1339.0081973401 0.0496236152232108 0.191589383429366 0.87476291768417
SPATA20 603.783811779742 0.072792497578996 0.111531931994229 0.808258766918869
TNFRSF12A 141.813698353666 0.00169519959537925 0.811555801710173 0.990569659292755
MAP3K9 -40.4824305365235 0.0013582379122298 0.83101957724809 0.993303242340375
JHDM1D -59.7112948083216 0.00078568582465517 0.871087840687015 0.993303242340375
AGK 776.197916393906 0.0257708121891342 0.349638940126674 0.932380903169398
ALDH3B1 -185.157976175839 0.00502749854892042 0.681121736024597 0.978092711746133
PHTF2 -1100.60962606351 0.0609116848239582 0.146748146972833 0.836507035175331
FARP2 -98.5616382014291 0.00941763698362771 0.573401116926532 0.965564817591511
USH1C 0.788671277543081 0.00645982522346263 0.641233890894133 0.975232471816342
IFRD1 88.7210704474606 0.00103609338796434 0.852160389935663 0.993303242340375
LGALS14 0.221315554679994 0.0123017703114295 0.519584662621793 0.960371937038085
COX10 -188.940841500208 0.0249510548815487 0.357520015671823 0.933268239901492
GTF2IRD1 -7625.97412734624 0.0421802922401835 0.229502094501601 0.886654174596819
VPS41 854.419286851948 0.00490612659770508 0.684794103899322 0.978920050961138
ELAC2 1.25264491112449 9.80587157052885e-07 0.99542672341844 0.999105532205484
MYH13 16.1629849667281 0.127302125972173 0.0326729251814245 0.598460853983613
CDKL3 12.1032401149329 0.00337038870026536 0.736628846191875 0.987004780710857
UPP2 -12.5716715833788 0.0875424894475676 0.0797616352621869 0.764913752165282
CCDC124 643.645048704028 0.0411110311957134 0.235628362086355 0.895012133312549
CEACAM21 23.3601226869442 0.01154435547898 0.532807363484713 0.960434750979299
NOS2 -3.06600130300795 0.00234493489193029 0.779126332634381 0.990569659292755
DNAH9 -7.63043266836658 0.000803268853849578 0.869665533003243 0.993303242340375
KIAA0100 -20328.479881354 0.133223680858266 0.0286084088005199 0.575188180557088
